0|iata_code|1|city_rus
BOZ|BOZ|Бозум|Бозум
BPA|BPA||
BPB|BPB|Бориди|Бориди
BPC|BPC||
BPD|BPD|Бапи|Бапи
BPE|BPE|Баган|Баган
BPF|BPF||
BPG|BPG||
BPH|BPH|Бислиг|Бислиг
BPI|BPI||
BPK|BPK||
BPN|BPN|Баликпапан|Баликпапан
BPS|BPS|Порто Сегуро|Порто Сегуро
BPT|BPT||
BPU|BPU|Беппу|Беппу
BPX|BPX||
BPY|BPY|Бесалампи|Бесалампи
BQA|BQA|Балер|Балер
BQB|BQB||
BQE|BQE|Бубаку|Бубаку
BQH|BQH||
BQI|BQI||
BQK|BQK||
BQL|BQL||
BQN|BQN||
BQO|BQO||
BQQ|BQQ||
BQS|BQS|Благовещенск|Благовещенск
BQT|BQT|Брест|Брест
BQU|BQU||
BQV|BQV||
BQW|BQW||
BRA|BRA||
BRB|BRB||
BRC|BRC||
BRD|BRD||
BRE|BRE|Бремен|Бремен
BRF|BRF||
BRG|BRG||
BRH|BRH|Брахман|Брахман
BRI|BRI|Бари|Бари
BRJ|BRJ||
BRK|BRK||
BRL|BRL||
BRM|BRM|Баркисимето|Баркисимето
BRN|BRN|Берне|Берне
BRO|BRO||
BRP|BRP|Биару|Биару
BRQ|BRQ|Брно|Брно
BRR|BRR||
BRS|BRS|Бристоль|Бристоль
BRT|BRT||
BRU|BRU|Брюссель|Брюссель
BRV|BRV|Бременхавен|Бременхавен
BRW|BRW||
BRX|BRX|Барахона|Барахона
BRY|BRY||
BRZ|BRZ||
BSA|BSA|Боссасо|Боссасо
BSB|BSB|Бразилия|Бразилия
BSC|BSC|Бахья-Солано|Бахья-Солано
BSD|BSD|Баошань|Баошань
BSE|BSE|Семантан|Семантан
BSF|BSF||
BSG|BSG|Бата|Бата
BSH|BSH||
BSI|BSI||
BSJ|BSJ||
BSK|BSK|Бискра|Бискра
BSL|BSL||
BSM|BSM||
BSN|BSN|Боссанга|Боссанга
BSO|BSO|Баско|Баско
BSP|BSP|Бенсбах|Бенсбах
BSQ|BSQ||
BSR|BSR||
BSS|BSS||
BST|BST|Бост|Бост
BSU|BSU|Базанкусу|Базанкусу
BSV|BSV||
BSW|BSW||
BSX|BSX|Бассейн|Бассейн
BSY|BSY|Бардера|Бардера
BSZ|BSZ||
BTA|BTA||
BTB|BTB|Бету|Бету
BTC|BTC||
BTD|BTD||
BTE|BTE|Бонте|Бонте
BTF|BTF||
BTG|BTG|Батангафо|Батангафо
BTH|BTH||
BTI|BTI||
BTJ|BTJ|Банда Асе|Банда Асе
BTK|BTK|Братск|Братск
BTL|BTL||
BTM|BTM||
BTN|BTN||
BTO|BTO|Ботопасье|Ботопасье
BTP|BTP||
BTQ|BTQ|Бутаре|Бутаре
BTR|BTR|Батон Руж|Батон Руж
BTS|BTS|Братислава|Братислава
BTT|BTT||
BTU|BTU|Бинтулу|Бинтулу
BTV|BTV||
BTW|BTW|Бату-Личин|Бату-Личин
BTX|BTX||
BTY|BTY||
BTZ|BTZ|Бурса|Бурса
BUA|BUA||
BUB|BUB||
BUC|BUC||
BUD|BUD|Будапешт|Будапешт
BUG|BUG|Бенгела|Бенгела
BUI|BUI|Бокондини|Бокондини
BUJ|BUJ||
BUK|BUK|Альбук|Альбук
BUL|BUL|Булоло|Булоло
BUM|BUM||
BUN|BUN|Буэнавентура|Буэнавентура
BUO|BUO|Бурао|Бурао
BUP|BUP|Бхатинда|Бхатинда
BUQ|BUQ|Булауайо|Булауайо
BUR|BUR|Бурбанк|Бурбанк
BUS|BUS|Батуми|Батуми
BUT|BUT|Бертонвуд|Бертонвуд
BUU|BUU||
BUV|BUV|Белла-Юнион|Белла-Юнион
BUW|BUW||
BUX|BUX|Буниа|Буниа
BUY|BUY|Банбери|Банбери
BUZ|BUZ|Бушехр|Бушехр
BVA|BVA|Париж|Париж
BVB|BVB||
BVC|BVC||
BVD|BVD||
BVE|BVE|Брив-ла-Гайард|Брив-ла-Гайард
BVF|BVF|Буа|Буа
BVG|BVG|Берлевог|Берлевог
BVH|BVH||
BVI|BVI|Бирдсвилл|Бирдсвилл
BVK|BVK||
BVL|BVL||
BVM|BVM|Бельмонте|Бельмонте
BVO|BVO||
BVP|BVP|Боловип|Боловип
BVR|BVR||
BVS|BVS||
BVU|BVU||
BVW|BVW||
BVX|BVX||
BVY|BVY||
BVZ|BVZ||
BWA|BWA|Бхайрава|Бхайрава
BWB|BWB||
BWC|BWC||
BWD|BWD||
BWE|BWE|Брауншвайг|Брауншвайг
BWF|BWF||
BWG|BWG||
BWH|BWH|Баттерворт|Баттерворт
BWI|BWI||
BWJ|BWJ|Баван|Баван
BWK|BWK|Бол|Бол
BWL|BWL||
BWM|BWM||
BWN|BWN|Бандар Сери Бегаван|Бандар Сери Бегаван
BWO|BWO|Балаково|Балаково
BWP|BWP||
BWQ|BWQ||
BWS|BWS||
BWT|BWT||
BWU|BWU|Сидней|Сидней
BWY|BWY|Вудбридж|Вудбридж
BXA|BXA||
BXB|BXB|Бабо|Бабо
BXC|BXC||
BXD|BXD|Баде|Баде
BXE|BXE|Бакель|Бакель
BXF|BXF||
BXG|BXG|Бендиго|Бендиго
BXH|BXH|Балхаш|Балхаш
BXI|BXI||
BXJ|BXJ|Бурундай|Бурундай
BXK|BXK||
BXL|BXL|Блю-Лагун|Блю-Лагун
BXM|BXM|Батом|Батом
BXN|BXN|Бодрум|Бодрум
BXO|BXO|Буокс|Буокс
BXR|BXR||
BXS|BXS||
BXT|BXT|Бонтанг|Бонтанг
BXU|BXU|Бутуань|Бутуань
BXV|BXV||
BXX|BXX||
BXZ|BXZ||
BYA|BYA||
BYB|BYB|Дибаа|Дибаа
BYC|BYC|Якуйба|Якуйба
BYD|BYD|Бейда|Бейда
BYG|BYG||
BYH|BYH||
BYI|BYI||
BYK|BYK||
BYL|BYL|Белла-Елла|Белла-Елла
BYM|BYM|Байамо|Байамо
BYN|BYN||
BYO|BYO||
BYQ|BYQ|Бунью|Бунью
BYR|BYR||
BYS|BYS||
BYT|BYT|Бантри|Бантри
BYU|BYU|Байройт|Байройт
BYW|BYW||
BYX|BYX||
BZA|BZA|Бонанса|Бонанса
BZB|BZB||
BZC|BZC|Бузиос|Бузиос
BZD|BZD||
BZE|BZE||
BZG|BZG|Быдгощ|Быдгощ
BZH|BZH||
BZI|BZI|Балыкесир|Балыкесир
BZK|BZK|Брянск|Брянск
BZL|BZL|Барисал|Барисал
BZM|BZM|Берген Оп Зоом|Берген Оп Зоом
BZN|BZN||
BZO|BZO|Болзано|Болзано
BZP|BZP||
BZR|BZR|Безьер|Безьер
BZS|BZS||
BZT|BZT||
BZU|BZU||
BZV|BZV||
BZY|BZY|Бельцы|Бельцы
BZZ|BZZ|Оксфорд|Оксфорд
CAA|CAA|Катакамас|Катакамас
CAB|CAB|Кабинда|Кабинда
CAC|CAC||
CAD|CAD||
CAE|CAE||
CAF|CAF||
CAG|CAG|Кальяри|Кальяри
CAH|CAH|Ка-Мау|Ка-Мау
CAI|CAI|Каир|Каир
CAJ|CAJ|Канайма|Канайма
CAK|CAK||
CAL|CAL|Кемпбелтаун|Кемпбелтаун
CAM|CAM|Камири|Камири
CAN|CAN|Гуанчжоу|Гуанчжоу
CAO|CAO||
CAP|CAP|Кеп-Гаитиен|Кеп-Гаитиен
CAQ|CAQ|Каукасиа|Каукасиа
CAR|CAR||
CAS|CAS|Касабланка|Касабланка
CAT|CAT|Кэт-Айленд|Кэт-Айленд
CAU|CAU||
CAV|CAV|Казомбо|Казомбо
CAW|CAW||
CAX|CAX|Карлисл|Карлисл
CAY|CAY||
CAZ|CAZ||
CBA|CBA||
CBB|CBB|Качабамба|Качабамба
CBC|CBC||
CBD|CBD|Кар-Никобар|Кар-Никобар
CBE|CBE||
CBF|CBF||
CBG|CBG|Кембрдидж|Кембрдидж
CBH|CBH||
CBI|CBI||
CBJ|CBJ|Кабо-Рожо|Кабо-Рожо
CBK|CBK||
CBL|CBL|Сьюдад-Боливар|Сьюдад-Боливар
CBM|CBM||
CBN|CBN|Чиребон|Чиребон
CBO|CBO|Котабато|Котабато
CBP|CBP|Коимбра|Коимбра
CBQ|CBQ|Калабар|Калабар
CBR|CBR|Канберра|Канберра
CBS|CBS|Кабимас|Кабимас
CBT|CBT||
CBU|CBU|Коттбус|Коттбус
CBV|CBV|Кобан|Кобан
CBW|CBW||
CBX|CBX||
CBY|CBY||
CBZ|CBZ||
CCA|CCA||
CCB|CCB||
CCC|CCC|Кайо Коко|Кайо Коко
CCD|CCD|Лос Анджелес|Лос Анджелес
CCE|CCE||
CCF|CCF|Каркассон|Каркассон
CCG|CCG||
CCH|CCH|Чиле-Чико|Чиле-Чико
CCI|CCI||
CCJ|CCJ||
CCK|CCK||
CCL|CCL|Шиншилла|Шиншилла
CCM|CCM||
CCN|CCN|Чагчаран|Чагчаран
CCO|CCO|Каримагуа|Каримагуа
CCP|CCP|Консепсьон|Консепсьон
CCQ|CCQ||
CCR|CCR||
CCS|CCS|Каракас|Каракас
CCT|CCT|Колония-Катриэль|Колония-Катриэль
CCU|CCU||
CCV|CCV|Крейг-Кав|Крейг-Кав
CCW|CCW||
CCX|CCX|Касерес|Касерес
CCY|CCY||
CCZ|CCZ||
CDA|CDA|Куинда|Куинда
CDB|CDB||
CDC|CDC|Сидар Сити|Сидар Сити
CDD|CDD||
CDE|CDE|Каледония|Каледония
CDG|CDG|Париж|Париж
CDH|CDH||
CDI|CDI||
CDJ|CDJ||
CDK|CDK||
CDL|CDL||
CDN|CDN||
CDO|CDO|Крадок|Крадок
CDP|CDP|Куддапах|Куддапах
CDQ|CDQ||
CDR|CDR||
CDS|CDS|Чайлдресс|Чайлдресс
CDU|CDU||
CDV|CDV||
CDW|CDW||
CDY|CDY||
CDZ|CDZ|Кадиз|Кадиз
CEA|CEA|Вичита|Вичита
CEB|CEB|Кебу|Кебу
CEC|CEC||
CED|CED||
CEE|CEE|Череповец|Череповец
CEF|CEF||
CEG|CEG|Честер|Честер
CEH|CEH||
CEI|CEI|Чанг-Рай|Чанг-Рай
CEJ|CEJ|Чернигов|Чернигов
CEK|CEK|Челябинск|Челябинск
CEL|CEL|Кейп-Элутера|Кейп-Элутера
CEM|CEM||
CEN|CEN|Сиудад-Обрегон|Сиудад-Обрегон
CEO|CEO|Вако-Кунго|Вако-Кунго
CEP|CEP|Консепсьон|Консепсьон
CEQ|CEQ|Канны|Канны
CER|CER|Шербург|Шербург
CES|CES||
CET|CET|Шоле|Шоле
CEU|CEU||
CEV|CEV||
CEW|CEW||
CEX|CEX||
CEY|CEY||
CEZ|CEZ|Кортез|Кортез
CFA|CFA||
CFB|CFB||
CFC|CFC||
CFD|CFD||
CFE|CFE|Клермон-Ферран|Клермон-Ферран
CFF|CFF||
CFG|CFG|Сиенфуэгос|Сиенфуэгос
CFH|CFH||
CFI|CFI||
CFK|CFK||
CFN|CFN||
CFO|CFO|Конфреца|Конфреца
CFP|CFP||
CFQ|CFQ||
CFR|CFR|Кан|Кан
CFS|CFS|Коффс Харбор|Коффс Харбор
CFT|CFT||
CFU|CFU||
CFV|CFV||
CGA|CGA||
CGB|CGB|Куиаба|Куиаба
CGC|CGC|Кейп-Глусестер|Кейп-Глусестер
CGD|CGD|Чандэ|Чандэ
CGE|CGE|Кембрдидж|Кембрдидж
CGF|CGF||
CGG|CGG|Касигуран|Касигуран
CGH|CGH|Сао Паоло|Сао Паоло
CGI|CGI||
CGJ|CGJ|Чингола|Чингола
CGM|CGM|Камигуин|Камигуин
CGN|CGN|Кельн|Кельн
CGO|CGO|Чженчжоу|Чженчжоу
CGP|CGP||
CGQ|CGQ|Чаньчунь|Чаньчунь
CGR|CGR|Кампо Гранде|Кампо Гранде
CGS|CGS|Колледж парк|Колледж парк
CGT|CGT|Шингитти|Шингитти
CGU|CGU|Сьюдад-Гуаяна|Сьюдад-Гуаяна
CGV|CGV||
CGX|CGX|Чикаго|Чикаго
CGY|CGY|Кагаян Де Оро|Кагаян Де Оро
CGZ|CGZ||
CHA|CHA||
CHB|CHB|Чилас|Чилас
CHC|CHC|Кристчерч|Кристчерч
CHD|CHD|Меса|Меса
CHE|CHE||
CHF|CHF||
CHG|CHG|Чаоян|Чаоян
CHH|CHH|Чачапояс|Чачапояс
CHI|CHI|Чикаго|Чикаго
CHJ|CHJ||
CHK|CHK||
CHL|CHL||
CHM|CHM|Чимботе|Чимботе
CHN|CHN|Джеонжу|Джеонжу
CHO|CHO|Шарлоттсвилль|Шарлоттсвилль
CHP|CHP||
CHQ|CHQ||
CHR|CHR|Шаторуа|Шаторуа
CHS|CHS||
CHT|CHT|Чатам-Айленд|Чатам-Айленд
CHU|CHU||
CHV|CHV|Чавес|Чавес
CHW|CHW||
CHX|CHX|Чангвинола|Чангвинола
CHY|CHY|Чойсфул-Бей|Чойсфул-Бей
CHZ|CHZ||
CIA|CIA|Рим|Рим
CIB|CIB||
CIC|CIC||
CID|CID||
CIE|CIE||
CIF|CIF|Чифен|Чифен
CIG|CIG||
CIH|CIH|Чанжи|Чанжи
CIJ|CIJ|Кобиха|Кобиха
CIK|CIK||
CIL|CIL||
CIM|CIM|Кимитарра|Кимитарра
CIN|CIN||
CIO|CIO|Консепсьон|Консепсьон
CIP|CIP|Чипата|Чипата
CIQ|CIQ|Чикумула|Чикумула
CIR|CIR|Каир|Каир
CIS|CIS|Кентон-Айленд|Кентон-Айленд
CIT|CIT|Шимкент|Шимкент
CIU|CIU|Со Сен Мари|Со Сен Мари
CIV|CIV||
CIW|CIW||
CIX|CIX|Чиклайо|Чиклайо
CIY|CIY|Комизо|Комизо
CIZ|CIZ||
CJA|CJA|Кахамарка|Кахамарка
CJB|CJB|Коимбаторе|Коимбаторе
CJC|CJC|Калама|Калама
CJD|CJD|Кандилежас|Кандилежас
CJH|CJH||
CJI|CJI|Сиудад Реаль|Сиудад Реаль
CJJ|CJJ||
CJL|CJL|Читрал|Читрал
CJM|CJM|Чампхон|Чампхон
CJN|CJN||
CJS|CJS|Сиудад Хуарез|Сиудад Хуарез
CJT|CJT||
CJU|CJU||
CKA|CKA|Чероки|Чероки
CKB|CKB||
CKC|CKC|Черкассы|Черкассы
CKD|CKD||
CKE|CKE||
CKG|CKG|Чонсинь|Чонсинь
CKH|CKH|Чокурдах|Чокурдах
CKI|CKI||
CKK|CKK|Чероки|Чероки
CKL|CKL|Чкаловский|Чкаловский
CKM|CKM||
CKN|CKN||
CKO|CKO||
CKR|CKR||
CKS|CKS||
CKT|CKT||
CKU|CKU||
CKV|CKV|Кларксвилл|Кларксвилл
CKX|CKX||
CKY|CKY||
CKZ|CKZ|Канаккале|Канаккале
CLA|CLA|Комилла|Комилла
CLB|CLB|Кастлбар|Кастлбар
CLC|CLC||
CLD|CLD||
CLE|CLE||
CLG|CLG||
CLH|CLH||
CLI|CLI||
CLJ|CLJ|Клуж-Напока|Клуж-Напока
CLK|CLK||
CLL|CLL||
CLM|CLM|Порт Анжелес|Порт Анжелес
CLN|CLN||
CLO|CLO|Кали|Кали
CLP|CLP||
CLQ|CLQ|Колима|Колима
CLR|CLR||
CLS|CLS||
CLT|CLT|Шарлотт|Шарлотт
CLU|CLU||
CLV|CLV||
CLW|CLW|Клируотер|Клируотер
CLX|CLX|Клоринда|Клоринда
CLY|CLY|Кальви|Кальви
CLZ|CLZ|Калабосо|Калабосо
CMA|CMA||
CMB|CMB|Коломбо|Коломбо
CMC|CMC||
CMD|CMD||
CME|CME||
CMF|CMF|Шамбери|Шамбери
CMG|CMG||
CMH|CMH||
CMI|CMI||
CMJ|CMJ||
CMK|CMK||
CML|CML||
CMM|CMM|Кармелита|Кармелита
CMN|CMN|Касабланка|Касабланка
CMO|CMO|Оббиа|Оббиа
CMP|CMP||
CMQ|CMQ||
CMR|CMR|Колмар|Колмар
CMS|CMS|Скускубан|Скускубан
CMT|CMT|Камета|Камета
CMU|CMU||
CMV|CMV|Коромандель|Коромандель
CMW|CMW|Камагуэй|Камагуэй
CMX|CMX|Хэнкок|Хэнкок
CMY|CMY|Спарта|Спарта
CMZ|CMZ||
CNA|CNA|Кананеа|Кананеа
CNB|CNB||
CNC|CNC||
CND|CND|Константа|Константа
CNE|CNE||
CNG|CNG|Коньяк|Коньяк
CNH|CNH||
CNI|CNI||
CNJ|CNJ||
CNK|CNK||
CNL|CNL|Зиндаль|Зиндаль
CNM|CNM||
CNN|CNN|Чульман|Чульман
CNO|CNO||
CNP|CNP||
CNQ|CNQ|Корриентес|Корриентес
CNR|CNR|Чаньяраль|Чаньяраль
CNS|CNS|Кернс|Кернс
CNT|CNT|Чарата|Чарата
CNU|CNU||
CNV|CNV||
CNW|CNW||
CNX|CNX|Чанг-Май|Чанг-Май
CNY|CNY|Моаб|Моаб
CNZ|CNZ|Кангамба|Кангамба
COA|COA|Колумбия|Колумбия
COB|COB||
COC|COC||
COD|COD||
COF|COF||
COG|COG|Кондото|Кондото
COH|COH|Куч-Бехар|Куч-Бехар
COI|COI||
COJ|COJ||
COK|COK|Кочи|Кочи
COL|COL||
COM|COM||
CON|CON||
COO|COO||
COP|COP||
COQ|COQ||
COR|COR|Кордова|Кордова
COS|COS|Колорадо Спрингз|Колорадо Спрингз
COT|COT||
COU|COU|Колумбия|Колумбия
COV|COV|Ковилья|Ковилья
COW|COW|Кокимбо|Кокимбо
COX|COX|Конго-Таун|Конго-Таун
COY|COY||
COZ|COZ|Констанца|Констанца
CPA|CPA|Кейп-Палмас|Кейп-Палмас
CPB|CPB|Капургана|Капургана
CPC|CPC||
CPD|CPD|Кубер Педи|Кубер Педи
CPE|CPE|Кампеше|Кампеше
CPF|CPF|Чепу|Чепу
CPG|CPG||
CPH|CPH|Копенгаген|Копенгаген
CPI|CPI||
CPL|CPL|Чапаррал|Чапаррал
CPM|CPM||
CPN|CPN||
CPO|CPO|Копьяпо|Копьяпо
CPQ|CPQ|Кампинас|Кампинас
CPR|CPR||
CPS|CPS||
CPT|CPT|Кейптаун|Кейптаун
CPU|CPU||
CPV|CPV||
CPX|CPX||
CQA|CQA||
CQD|CQD||
CQF|CQF|Кале|Кале
CQP|CQP|Кейп-Флеттери|Кейп-Флеттери
CQS|CQS||
CQT|CQT|Какуэтаниа|Какуэтаниа
CRA|CRA|Крайова|Крайова
CRB|CRB||
CRC|CRC|Картаго|Картаго
CRD|CRD||
CRE|CRE|Миртл Бич|Миртл Бич
CRF|CRF|Карнот|Карнот
CRG|CRG||
CRH|CRH||
CRI|CRI||
CRJ|CRJ|Курабье|Курабье
CRK|CRK||
CRL|CRL|Брюссель|Брюссель
CRM|CRM|Катарман|Катарман
CRN|CRN|Кромарти|Кромарти
CRO|CRO||
CRP|CRP||
CRQ|CRQ|Каравелас|Каравелас
CRR|CRR|Керес|Керес
CRS|CRS||
CRT|CRT||
CRU|CRU||
CRV|CRV|Кротон|Кротон
CRW|CRW||
CRX|CRX|Коринт|Коринт
CRY|CRY||
CRZ|CRZ||
CSA|CSA||
CSB|CSB|Карансебеш|Карансебеш
CSC|CSC|Канас|Канас
CSD|CSD||
CSE|CSE||
CSF|CSF||
CSH|CSH|Соловецкий|Соловецкий
CSI|CSI|Феникс|Феникс
CSJ|CSJ||
CSK|CSK|Кеп-Скирринг|Кеп-Скирринг
CSM|CSM||
CSN|CSN||
CSO|CSO||
CSP|CSP||
CSQ|CSQ||
CSR|CSR|Касуарито|Касуарито
CSS|CSS||
CST|CST|Кастэвей|Кастэвей
CSU|CSU||
CSV|CSV||
CSW|CSW||
CSX|CSX|Чанша|Чанша
CSY|CSY|Чебоксары|Чебоксары
CSZ|CSZ||
CTA|CTA|Катания|Катания
CTB|CTB||
CTC|CTC|Катамарка|Катамарка
CTD|CTD||
CTE|CTE|Карти|Карти
CTF|CTF||
CTG|CTG|Картегена|Картегена
CTH|CTH||
CTI|CTI|Куито|Куито
CTK|CTK||
CTL|CTL||
CTM|CTM|Четумал|Четумал
CTN|CTN|Куктаун|Куктаун
CTO|CTO||
CTP|CTP||
CTQ|CTQ||
CTR|CTR|Кэттл-Крик|Кэттл-Крик
CTS|CTS|Саппоро|Саппоро
CTT|CTT|Ле-Кастейе|Ле-Кастейе
CTU|CTU|Ченгду|Ченгду
CTW|CTW||
CTX|CTX||
CTY|CTY||
CTZ|CTZ||
CUA|CUA|Сиудад-Конститусьон|Сиудад-Конститусьон
CUB|CUB|Колумбия|Колумбия
CUC|CUC||
CUD|CUD|Калундра|Калундра
CUE|CUE|Куенка|Куенка
CUF|CUF|Кунео|Кунео
CUG|CUG||
CUH|CUH||
CUI|CUI|Куррилло|Куррилло
CUJ|CUJ|Кулион|Кулион
CUK|CUK||
CUL|CUL||
CUM|CUM|Кумана|Кумана
CUN|CUN|Канкун|Канкун
CUO|CUO|Каруру|Каруру
CUP|CUP|Карупано|Карупано
CUQ|CUQ||
CUR|CUR||
CUS|CUS||
CUT|CUT||
CUU|CUU|Чихуахуа|Чихуахуа
CUV|CUV||
CUW|CUW||
CUX|CUX|Корпус Кристи|Корпус Кристи
CUY|CUY||
CUZ|CUZ|Куско|Куско
CVA|CVA|Питтсборо|Питтсборо
CVB|CVB||
CVC|CVC||
CVE|CVE|Ковенас|Ковенас
CVF|CVF|Куршевель|Куршевель
CVG|CVG||
CVH|CVH|Кавиахуэ|Кавиахуэ
CVI|CVI|Калета-Оливия|Калета-Оливия
CVJ|CVJ|Куернавака|Куернавака
CVL|CVL|Кейп-Вогель|Кейп-Вогель
CVM|CVM|Сиудад-Виктория|Сиудад-Виктория
CVN|CVN||
CVO|CVO|Олбани|Олбани
CVQ|CVQ||
CVR|CVR||
CVS|CVS||
CVT|CVT||
CVU|CVU||
CWA|CWA||
CWB|CWB|Куритиба|Куритиба
CWC|CWC|Черновцы|Черновцы
CWG|CWG||
CWI|CWI||
CWL|CWL||
CWO|CWO||
CWP|CWP|Кампбеллпур|Кампбеллпур
CWR|CWR||
CWS|CWS||
CWT|CWT||
CWW|CWW||
CXA|CXA||
CXC|CXC||
CXF|CXF||
CXH|CXH|Ванкувер|Ванкувер
CXI|CXI||
CXJ|CXJ|Касьяс ду Суль|Касьяс ду Суль
CXL|CXL||
CXN|CXN|Кандала|Кандала
CXO|CXO||
CXP|CXP||
CXQ|CXQ||
CXR|CXR|Нха Транг|Нха Транг
CXT|CXT||
CXY|CXY||
CYA|CYA|Лес-Кейес|Лес-Кейес
CYB|CYB||
CYC|CYC|Кайе-Чапел|Кайе-Чапел
CYE|CYE||
CYF|CYF||
CYG|CYG||
CYI|CYI|Чиайи|Чиайи
CYL|CYL|Койолес|Койолес
CYM|CYM||
CYO|CYO|Кайо Ларго Дель Сур|Кайо Ларго Дель Сур
CYP|CYP|Калбайог|Калбайог
CYR|CYR|Колония|Колония
CYS|CYS|Чейнни|Чейнни
CYT|CYT||
CYU|CYU||
CYX|CYX|Черский|Черский
CYZ|CYZ|Кауаян|Кауаян
CZA|CZA|Чинчен Ица|Чинчен Ица
CZB|CZB||
CZC|CZC||
CZE|CZE|Коро|Коро
CZF|CZF||
CZH|CZH|Корозал|Корозал
CZJ|CZJ||
CZK|CZK||
CZL|CZL||
CZM|CZM|Коцумел|Коцумел
CZN|CZN||
CZO|CZO||
CZP|CZP||
CZS|CZS||
CZT|CZT||
CZU|CZU|Корозал|Корозал
CZW|CZW|Щесточова|Щесточова
CZX|CZX|Чангзу|Чангзу
CZY|CZY||
CZZ|CZZ||
DAA|DAA||
DAB|DAB|Дайтона Бич|Дайтона Бич
DAC|DAC||
DAD|DAD|Да-Нанг|Да-Нанг
DAE|DAE|Дапаризо|Дапаризо
DAF|DAF|Доп|Доп
DAG|DAG||
DAH|DAH|Датина|Датина
DAI|DAI|Дарцзилин|Дарцзилин
DAJ|DAJ||
DAK|DAK||
DAL|DAL|Даллас|Даллас
DAM|DAM|Дамаск|Дамаск
DAN|DAN||
DAO|DAO||
DAP|DAP|Дарчула|Дарчула
DAR|DAR||
DAS|DAS||
DAT|DAT|Датонг|Датонг
DAU|DAU|Дару|Дару
DAV|DAV|Давид|Давид
DAX|DAX|Дэцзян|Дэцзян
DAY|DAY||
DAZ|DAZ|Дарваз|Дарваз
DBA|DBA|Далбандин|Далбандин
DBB|DBB||
DBD|DBD|Дханбад|Дханбад
DBM|DBM|Дебра-Маркос|Дебра-Маркос
DBN|DBN|Дублин|Дублин
DBO|DBO|Дуббо|Дуббо
DBP|DBP||
DBQ|DBQ|Дюбюк|Дюбюк
DBS|DBS||
DBT|DBT|Дебра-Табор|Дебра-Табор
DBU|DBU||
DBV|DBV|Дубровник|Дубровник
DBY|DBY||
DCA|DCA||
DCF|DCF||
DCI|DCI||
DCK|DCK||
DCM|DCM|Кастре|Кастре
DCR|DCR||
DCT|DCT||
DCU|DCU||
DDC|DDC||
DDG|DDG|Даньдон|Даньдон
DDI|DDI||
DDM|DDM|Додоима|Додоима
DDN|DDN||
DDP|DDP||
DDU|DDU|Даду|Даду
DEA|DEA||
DEB|DEB|Дебрецен|Дебрецен
DEC|DEC||
DED|DED|Дера Дун|Дера Дун
DEF|DEF||
DEH|DEH||
DEI|DEI||
DEL|DEL|Нью Дели|Нью Дели
DEM|DEM|Дембидолло|Дембидолло
DEN|DEN|Денвер|Денвер
DEO|DEO|Диарборн|Диарборн
DEP|DEP||
DER|DER|Дерим|Дерим
DES|DES|Десрочес|Десрочес
